SiteName,DateOfDataEntry,LotNumber,PlottedFindNumber,RawMaterial,SievedPlotted,LithicArtifactClass,CortexPercentage,Mass,MaxLength,MaxWidth,MaxThickness,cortex_mp,Notes,Layer,Age
HOR-1,9/11/2022,927,110,CrystalQuartz,sieve,CompFlake,0,0.25,12,7.75,2.89,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,111,CrystalQuartz,sieve,CompFlake,0,0.23,14.7,7.61,2.91,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,112,CrystalQuartz,sieve,CompFlake,0.5,0.4,11.3,7.8,6.67,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,114,CrystalQuartz,sieve,CompFlake,0,0.16,12.39,5.89,2.15,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,115,CrystalQuartz,sieve,CompFlake,0,0.31,10.48,8.74,2.71,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,927,116,CrystalQuartz,sieve,CompFlake,0,0.18,12.09,11.49,1.94,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,927,117,CrystalQuartz,sieve,CompFlake,1,0.54,11.02,7.49,4.33,1,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,927,118,CrystalQuartz,sieve,CompFlake,0,0.33,11.11,8.99,4.24,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,927,119,CrystalQuartz,sieve,CompFlake,0,0.26,6.62,13.88,3.48,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,927,120,CrystalQuartz,sieve,CompFlake,0,0.16,10.02,7.91,1.98,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,1744,122,CrystalQuartz,sieve,CompFlake,0,2.07,33.76,13.76,3.88,0,possible core maintenance/rejuvenation flake,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,123,CrystalQuartz,sieve,CompFlake,0,0.6,13.24,10.93,5.25,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,124,CrystalQuartz,sieve,CompFlake,0,0.53,11.89,17.28,4.34,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,125,CrystalQuartz,sieve,CompFlake,0,0.9,17.89,14.62,5.42,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,126,CrystalQuartz,sieve,CompFlake,0.05,1.39,16.42,15.53,6.17,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,127,CrystalQuartz,sieve,CompFlake,0,1.29,20.29,15.3,3.59,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,128,CrystalQuartz,sieve,CompFlake,0,0.8,19.01,8.75,4.62,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,129,CrystalQuartz,sieve,CompFlake,0,1.98,25.03,15.97,6.3,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,130,CrystalQuartz,sieve,CompFlake,0,0.91,15.08,11.31,5,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,132,CrystalQuartz,sieve,CompFlake,0,0.58,17.15,11.74,2.88,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,133,CrystalQuartz,sieve,CompFlake,0.25,0.88,20.16,11.16,4.71,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,134,CrystalQuartz,sieve,CompFlake,0.05,0.39,15.14,5.56,3.9,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,135,CrystalQuartz,sieve,CompFlake,0,0.69,15.33,10.96,5.25,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,136,CrystalQuartz,sieve,CompFlake,0,0.88,15.39,9.77,5.69,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,137,CrystalQuartz,sieve,CompFlake,0,0.4,14.47,7.89,4.63,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,138,CrystalQuartz,sieve,CompFlake,0,0.3,11.56,6.01,4.22,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,139,CrystalQuartz,sieve,CompFlake,0,1.3,16.42,14.36,7.35,0,,"~14,000-18,000",TerminalLGM
HOR-1,10/11/2022,1744,140,CrystalQuartz,sieve,CompFlake,0,0.77,14.48,10.34,5.54,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1714,141,CrystalQuartz,sieve,CompFlake,0,0.26,12.57,9.06,2.55,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,143,CrystalQuartz,sieve,CompFlake,0,0.8,10.11,14.08,6.15,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,144,CrystalQuartz,sieve,CompFlake,0,0.47,13.35,12.03,3.82,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,145,CrystalQuartz,sieve,CompFlake,0,0.5,12.77,8.29,4.08,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,146,CrystalQuartz,sieve,CompFlake,0,0.49,11.45,6.92,5.11,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,147,CrystalQuartz,sieve,CompFlake,0.5,0.48,11.25,9.62,5.35,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,148,CrystalQuartz,sieve,CompFlake,0,0.21,13.61,7.22,1.86,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,149,CrystalQuartz,sieve,CompFlake,0.5,0.42,10.89,10.84,5.02,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,150,CrystalQuartz,sieve,CompFlake,0,0.62,10.49,10.1,5.85,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,152,CrystalQuartz,sieve,CompFlake,0,0.46,13.34,9.23,4.66,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,153,CrystalQuartz,sieve,CompFlake,0,0.42,15.24,12.16,3.05,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,155,CrystalQuartz,sieve,CompFlake,0,0.39,11.29,8.45,3.43,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,156,CrystalQuartz,sieve,CompFlake,0,0.21,11.17,5.39,3.89,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,157,CrystalQuartz,sieve,CompFlake,0,0.13,11.01,5.88,2.42,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,159,CrystalQuartz,sieve,CompFlake,0,0.34,10.9,9.3,4.49,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,160,CrystalQuartz,sieve,CompFlake,0,0.29,10.75,8.62,3.18,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,161,CrystalQuartz,sieve,CompFlake,0.5,0.38,12.63,9.53,7.57,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,162,CrystalQuartz,sieve,CompFlake,0,0.3,10.9,9.59,2.36,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,163,CrystalQuartz,sieve,CompFlake,0,0.78,14.52,11.09,4.12,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,165,CrystalQuartz,sieve,CompFlake,Indeterminate,0.99,15.3,11.23,7.58,NA,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,166,CrystalQuartz,sieve,CompFlake,0,0.23,11.29,8.63,3.21,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,167,CrystalQuartz,sieve,CompFlake,0.5,0.6,10.31,9.04,5.38,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,168,CrystalQuartz,sieve,CompFlake,0,0.13,10.11,10.01,1.55,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,169,CrystalQuartz,sieve,CompFlake,0.05,0.21,11.01,7.61,2.62,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,170,CrystalQuartz,sieve,CompFlake,0,0.23,11.44,7,3.21,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,171,CrystalQuartz,sieve,CompFlake,0,0.57,11.62,11.02,4.73,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,172,CrystalQuartz,sieve,CompFlake,Indeterminate,1.03,13,9.94,7.26,NA,dorsal face encrusted,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,173,CrystalQuartz,sieve,CompFlake,0.25,1.21,14.97,11.81,6.09,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,174,CrystalQuartz,sieve,CompFlake,0,0.89,11.6,13.18,4.8,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,175,CrystalQuartz,sieve,CompFlake,0,0.84,14.75,7.89,6.45,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,176,CrystalQuartz,sieve,CompFlake,0.25,1.13,11.78,11.89,6.1,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1744,177,CrystalQuartz,sieve,CompFlake,0,0.96,24.48,7.73,5.41,0,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1747,178,CrystalQuartz,sieve,CompFlake,0,0.93,13.65,13.03,5.59,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,179,CrystalQuartz,sieve,CompFlake,0,0.58,17.05,12.67,3.34,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,181,CrystalQuartz,sieve,CompFlake,0,1.04,16.57,12.51,4.32,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,182,CrystalQuartz,sieve,CompFlake,0,0.38,15.21,8.63,2.72,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,183,CrystalQuartz,sieve,CompFlake,0,0.21,15.76,6.68,3.05,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,184,CrystalQuartz,sieve,CompFlake,0,0.28,8.94,15.36,2.85,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,185,CrystalQuartz,sieve,CompFlake,0,0.47,10.18,14.93,3.5,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,186,CrystalQuartz,sieve,CompFlake,0.75,1.17,13.4,12.22,9.52,0.75,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,187,CrystalQuartz,sieve,CompFlake,0,1.07,15.77,11.61,6.05,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,189,CrystalQuartz,sieve,CompFlake,0,0.6,11.7,7.74,6.95,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,191,CrystalQuartz,sieve,CompFlake,0.25,0.68,13.94,6.59,6.36,0.25,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,192,CrystalQuartz,sieve,CompFlake,0.5,0.34,10.92,5.43,5.99,0.5,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,194,CrystalQuartz,sieve,CompFlake,0.25,0.7,13.02,9.57,4.98,0.25,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,195,CrystalQuartz,sieve,CompFlake,0,0.17,11.14,4.33,3.31,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,196,CrystalQuartz,sieve,CompFlake,0,0.36,13.73,7.48,4.4,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,197,CrystalQuartz,sieve,CompFlake,0,0.39,8.88,10.39,4.84,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1767,198,CrystalQuartz,sieve,CompFlake,0,0.42,15.88,7.47,3.3,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,16/10/22,1767,199,CrystalQuartz,sieve,CompFlake,0,0.23,10.42,7.14,5.31,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,16/10/22,1767,200,CrystalQuartz,sieve,CompFlake,0.05,0.57,16.07,17.3,2.91,0.05,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,201,CrystalQuartz,sieve,CompFlake,0,0.71,18.2,11.49,3.61,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,202,CrystalQuartz,sieve,CompFlake,0,0.24,14.19,9.36,2.04,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,204,CrystalQuartz,sieve,CompFlake,0.05,0.56,19.21,10.53,3.41,0.05,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,205,CrystalQuartz,sieve,CompFlake,0,0.45,13.04,9.24,3.74,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,207,CrystalQuartz,sieve,CompFlake,0.25,0.32,11.54,8.26,3.67,0.25,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,208,CrystalQuartz,sieve,CompFlake,1,0.45,14.65,8.98,3.61,1,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,209,CrystalQuartz,sieve,CompFlake,0.05,0.22,12.24,8.08,2.62,0.05,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,211,CrystalQuartz,sieve,CompFlake,0,0.22,10.75,10.4,3.69,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,212,CrystalQuartz,sieve,CompFlake,0.25,0.57,16.07,8.67,5.02,0.25,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,213,CrystalQuartz,sieve,CompFlake,0,0.15,13.86,5.56,2.01,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,214,CrystalQuartz,sieve,CompFlake,0,0.3,11.35,8.54,2.99,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,215,CrystalQuartz,sieve,CompFlake,0,0.38,14.98,8.3,3.12,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,216,CrystalQuartz,sieve,CompFlake,0,0.45,10.3,10.55,3.11,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,217,CrystalQuartz,sieve,CompFlake,0,0.44,8.76,11.45,5.99,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,218,CrystalQuartz,sieve,CompFlake,0,0.42,10.95,8.21,5.13,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,219,CrystalQuartz,sieve,CompFlake,0.05,0.19,10.62,8.91,1.97,0.05,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,17/11/22,1767,220,CrystalQuartz,sieve,CompFlake,0,0.31,11.31,8.28,3.71,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,22/11/22,1767,221,CrystalQuartz,sieve,CompFlake,0,0.84,10.5,10.25,6.07,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,22/11/22,1767,222,CrystalQuartz,sieve,CompFlake,0,0.28,11.61,6.54,3.75,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,22/11/22,1767,223,CrystalQuartz,sieve,CompFlake,0,0.15,11.4,6.26,2.23,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,22/11/22,1817,224,CrystalQuartz,sieve,CompFlake,0,0.26,12.91,9.16,3.98,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,225,CrystalQuartz,sieve,CompFlake,0,0.35,14.87,6.62,4.65,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,226,CrystalQuartz,sieve,CompFlake,0.5,0.33,10.09,8.73,4.14,0.5,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,227,CrystalQuartz,sieve,CompFlake,0.25,0.86,12.02,10.59,6.9,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,228,CrystalQuartz,sieve,CompFlake,0,0.62,13.3,11.99,4.08,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,231,CrystalQuartz,sieve,CompFlake,0.05,0.61,13.05,8.04,5.76,0.05,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,232,CrystalQuartz,sieve,CompFlake,0.75,0.27,11.57,6.29,3.67,0.75,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,233,CrystalQuartz,sieve,CompFlake,0.25,0.45,12.13,7.18,4.28,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,235,CrystalQuartz,sieve,CompFlake,0,0.46,9.24,13.27,3.29,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,236,CrystalQuartz,sieve,CompFlake,0.05,0.45,13.08,6.41,4.8,0.05,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,237,CrystalQuartz,sieve,CompFlake,0.5,1.38,15.14,13.38,5.42,0.5,possible red residue on dorsal cortex,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,238,CrystalQuartz,sieve,CompFlake,0.95,0.23,13.77,5.16,2.84,0.95,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,239,CrystalQuartz,sieve,CompFlake,0.25,0.3,11.14,6.03,4.07,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,240,CrystalQuartz,sieve,CompFlake,0.25,0.46,10.56,7.86,4.93,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,241,CrystalQuartz,sieve,CompFlake,0.5,0.7,11.54,7.46,6.24,0.5,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,242,CrystalQuartz,sieve,CompFlake,0.05,0.69,11.14,6.06,7.29,0.05,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,243,CrystalQuartz,sieve,CompFlake,0.75,0.6,10.46,7.28,6.44,0.75,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,244,CrystalQuartz,sieve,CompFlake,1,0.28,7.26,10.01,4.82,1,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,245,CrystalQuartz,sieve,CompFlake,0,0.33,10.42,8.28,2.5,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,246,CrystalQuartz,sieve,CompFlake,0,0.14,11.42,5.41,3.24,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,247,CrystalQuartz,sieve,CompFlake,0,0.35,11.41,13.25,3.43,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,248,CrystalQuartz,sieve,CompFlake,0,0.47,10.53,10.94,4.77,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,249,CrystalQuartz,sieve,CompFlake,0.25,0.51,13.67,7.01,5.36,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,24/11/22,1817,250,CrystalQuartz,sieve,CompFlake,0,1.67,19.51,11.86,6.76,0,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,4/11/2022,1750,1,VeinQuartz,sieve,CompFlake,0,2.4,12.94,12.6,9.51,0,,"~14,000-18,000",TerminalLGM
HOR-1,4/11/2022,1750,4,VeinQuartz,sieve,CompFlake,0,10.1,35.8,22.41,11.51,0,,"~14,000-18,000",TerminalLGM
HOR-1,4/11/2022,1750,6,VeinQuartz,sieve,CompFlake,0,2.6,17.17,12.01,9.34,0,,"~14,000-18,000",TerminalLGM
HOR-1,4/11/2022,1750,7,VeinQuartz,sieve,CompFlake,0.05,2,12.56,13.3,9.36,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,7/11/2022,1750,10,VeinQuartz,sieve,CompFlake,0,0.6,16.58,9.04,4.3,0,,"~14,000-18,000",TerminalLGM
HOR-1,7/11/2022,1750,19,VeinQuartz,sieve,CompFlake,0.25,0.9,15.44,9.82,6.65,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,7/11/2022,1750,26,VeinQuartz,sieve,CompFlake,0.75,0.6,11.9,7.78,6.05,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,7/11/2022,1750,27,VeinQuartz,sieve,CompFlake,0.25,0.5,12.07,7.11,5.41,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,8/11/2022,927,53,VeinQuartz,sieve,CompFlake,0.75,0.73,13.63,10.31,4.86,0.75,,"~14,000-17,000",TerminalLGM
HOR-1,8/11/2022,927,54,VeinQuartz,sieve,CompFlake,0.75,1.13,17.01,9.16,8.1,0.75,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,105,VeinQuartz,sieve,CompFlake,0.25,0.46,13.46,9.33,3.94,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,109,VeinQuartz,sieve,CompFlake,1,0.22,11.78,9.38,2.01,1,,"~14,000-17,000",TerminalLGM
HOR-1,9/11/2022,927,113,VeinQuartz,sieve,CompFlake,0.75,0.47,13.57,7.57,5.16,0.75,,"~14,000-17,000",TerminalLGM
HOR-1,10/11/2022,1744,131,VeinQuartz,sieve,CompFlake,0,0.69,16.33,12.81,5.33,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,142,VeinQuartz,sieve,CompFlake,0,1.83,16.87,14.68,9.07,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/10/22,1744,151,VeinQuartz,sieve,CompFlake,0,0.85,11.88,8.28,6.86,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/10/22,1744,158,VeinQuartz,sieve,CompFlake,0.05,0.78,13.43,12.38,4.58,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,16/10/22,1747,180,VeinQuartz,sieve,CompFlake,0,0.84,13.22,11.29,6.37,0,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,16/10/22,1747,190,VeinQuartz,sieve,CompFlake,1,0.84,11.96,9.03,10.47,1,,"16,691-17,311 CalBP",TerminalLGM
HOR-1,17/11/22,1767,206,VeinQuartz,sieve,CompFlake,0.25,2.73,26.08,15.05,7.63,0.25,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,22/11/22,1817,229,VeinQuartz,sieve,CompFlake,0.25,0.73,12.06,8.69,6.01,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,230,VeinQuartz,sieve,CompFlake,0.25,0.81,10.53,11.21,5.65,0.25,,"17,740-18,294 CalBP",TerminalLGM
HOR-1,22/11/22,1817,234,VeinQuartz,sieve,CompFlake,0.5,0.87,11.64,10.33,6.01,0.5,,"17,740-18,294 CalBP",TerminalLGM
 HOR-1,26/01/23,1045,29308,CrystalQuartz,plottedfind,CompFlake,0.05,1.46,17.8,15.89,6.26,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,26/01/23,1045,29312,CrystalQuartz,plottedfind,CompFlake,0.5,1.18,13.83,16.42,5.85,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,26/01/23,1045,29315,CrystalQuartz,plottedfind,CompFlake,0.25,4.32,26.16,17.47,9.33,0.25,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,29320,CrystalQuartz,plottedfind,CompFlake,0,0.38,15.29,10,2.5,0,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,30776,CrystalQuartz,plottedfind,CompFlake,0,1.41,18.68,14.56,5.99,0,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,30780,CrystalQuartz,plottedfind,CompFlake,0.75,1.88,20.55,16.63,6.36,0.75,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,30806,CrystalQuartz,plottedfind,CompFlake,0.75,1.92,17.01,11.87,9.29,0.75,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,30813,CrystalQuartz,plottedfind,CompFlake,0,1.13,17.37,13.43,5.46,0,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,30817,CrystalQuartz,plottedfind,CompFlake,0,1,17.82,9.06,6.09,0,,"~14,000-17,000",TerminalLGM
HOR-1,26/01/23,1045,30818,CrystalQuartz,plottedfind,CompFlake,0,1.69,16.04,14.66,6.26,0,,"~14,000-17,000",TerminalLGM
HOR-1,24/01/23,1045,30820,CrystalQuartz,plottedfind,CompFlake,0.25,1.98,17.44,16.64,8.68,0.25,,"~14,000-17,000",TerminalLGM
 HOR-1,26/01/23,1045,30823,CrystalQuartz,plottedfind,CompFlake,0.5,17.83,30.62,31.67,18.13,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,31/01/23,1739,68716,CrystalQuartz,plottedfind,CompFlake,0.25,3.9,30.91,13.13,8.3,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,31/01/23,1739,69782,CrystalQuartz,plottedfind,CompFlake,0,1.06,14.49,8.57,5.26,0,,"~14,000-17,000",TerminalLGM
HOR-1,4/11/2022,1750,2,CrystalQuartz,sieve,CompFlake,0,2.1,15.78,19.02,6.76,0,,"~14,000-18,000",TerminalLGM
HOR-1,1/3/2023,1783,251,CrystalQuartz,sieve,CompFlake,0,0.35,10.65,6.85,3.67,0,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,252,CrystalQuartz,sieve,CompFlake,0.25,1.71,11.9,14.54,9.3,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,253,CrystalQuartz,sieve,CompFlake,0.5,0.84,6.97,11.05,10.27,0.5,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,254,CrystalQuartz,sieve,CompFlake,0.25,0.33,16.2,4.54,3.45,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,255,CrystalQuartz,sieve,CompFlake,0,0.71,12.51,10.22,4.52,0,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,256,CrystalQuartz,sieve,CompFlake,0.25,1.05,12.95,9.25,7.11,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,257,CrystalQuartz,sieve,CompFlake,0,0.15,5.5,10.87,3.43,0,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,258,CrystalQuartz,sieve,CompFlake,0,0.31,8.91,7.89,3.32,0,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,259,CrystalQuartz,sieve,CompFlake,0.25,0.72,11.89,8.13,6.61,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,260,CrystalQuartz,sieve,CompFlake,0.25,0.39,10.6,5.46,5.91,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1783,261,CrystalQuartz,sieve,CompFlake,0.05,0.48,11.58,8.53,4.35,0.05,,"~16,000-20,000",TerminalLGM
HOR-1,1/3/2023,1056,262,CrystalQuartz,sieve,CompFlake,0.25,5.32,27.88,19.62,9.33,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,263,CrystalQuartz,sieve,CompFlake,0.25,0.71,23.59,9.33,4.04,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,264,CrystalQuartz,sieve,CompFlake,0.05,0.68,14.65,13.82,4.77,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,265,CrystalQuartz,sieve,CompFlake,0,0.81,13.21,8.51,6.17,0,,"~14,000-17,000",TerminalLGM
